Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN MATEMATIKA,Saintek,33,66
UNIVERSITAS BORNEO TARAKAN,PENDIDIKAN BIOLOGI,Saintek,36,142
UNIVERSITAS BORNEO TARAKAN,MANAJEMEN SUMBER DAYA PERAIRAN,Saintek,47,105
UNIVERSITAS BORNEO TARAKAN,AKUAKULTUR,Saintek,15,112
UNIVERSITAS BORNEO TARAKAN,TEKNOLOGI HASIL PERIKANAN,Saintek,19,95
UNIVERSITAS BORNEO TARAKAN,TEKNIK MESIN,Saintek,26,132
UNIVERSITAS BRAWIJAYA,ILMU HUKUM,Soshum,253,"4,994"
UNIVERSITAS BRAWIJAYA,EKONOMI PEMBANGUNAN,Soshum,45,987
UNIVERSITAS BRAWIJAYA,ILMU ADMINISTRASI PUBLIK,Soshum,133,"2,234"
UNIVERSITAS BRAWIJAYA,ILMU ADMINISTRASI BISNIS,Soshum,152,"3,245"
UNIVERSITAS BRAWIJAYA,MANAJEMEN,Soshum,104,"3,411"
UNIVERSITAS BRAWIJAYA,AKUNTANSI,Soshum,107,"2,591"
UNIVERSITAS BRAWIJAYA,SOSIOLOGI,Soshum,67,797
UNIVERSITAS BRAWIJAYA,ILMU KOMUNIKASI,Soshum,81,"2,673"
UNIVERSITAS BRAWIJAYA,PSIKOLOGI,Soshum,87,"2,714"
UNIVERSITAS BRAWIJAYA,HUBUNGAN INTERNASIONAL,Soshum,65,"2,440"
UNIVERSITAS BRAWIJAYA,SASTRA INGGRIS,Soshum,52,"1,118"
UNIVERSITAS BRAWIJAYA,SASTRA JEPANG,Soshum,46,655
UNIVERSITAS BRAWIJAYA,BAHASA DAN SASTRA PERANCIS,Soshum,28,294
UNIVERSITAS BRAWIJAYA,ILMU POLITIK,Soshum,61,"1,246"
UNIVERSITAS BRAWIJAYA,ILMU PEMERINTAHAN,Soshum,67,"1,385"
UNIVERSITAS BRAWIJAYA,ADMINISTRASI PERPAJAKAN,Soshum,60,"2,395"
UNIVERSITAS BRAWIJAYA,EKONOMI ISLAM,Soshum,50,972
UNIVERSITAS BRAWIJAYA,"EKONOMI, KEUANGAN DAN PERBANKAN",Soshum,62,"1,650"
UNIVERSITAS BRAWIJAYA,ILMU PERPUSTAKAAN,Soshum,31,719
UNIVERSITAS BRAWIJAYA,PARIWISATA,Soshum,55,"1,428"
UNIVERSITAS BRAWIJAYA,PENDIDIKAN BHS & SASTRA INGGRIS,Soshum,55,865
UNIVERSITAS BRAWIJAYA,PENDIDIKAN BHS & SASTRA JEPANG,Soshum,25,299
UNIVERSITAS BRAWIJAYA,PENDIDIKAN BHS & SASTRA INDONESIA,Soshum,42,552
UNIVERSITAS BRAWIJAYA,ADMINISTRASI PENDIDIKAN,Soshum,36,464
UNIVERSITAS BRAWIJAYA,SENI RUPA MURNI,Soshum,23,184
UNIVERSITAS BRAWIJAYA,SASTRA CINA,Soshum,34,242
UNIVERSITAS BRAWIJAYA,ANTROPOLOGI SOSIAL,Soshum,29,570
UNIVERSITAS BRAWIJAYA,KEWIRAUSAHAAN,Soshum,27,"1,099"
UNIVERSITAS BRAWIJAYA,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,75,786
UNIVERSITAS BRAWIJAYA,BUDIDAYA PERAIRAN,Saintek,65,924
UNIVERSITAS BRAWIJAYA,TEKNIK SIPIL,Saintek,69,"2,626"
UNIVERSITAS BRAWIJAYA,TEKNIK MESIN,Saintek,67,"2,034"
UNIVERSITAS BRAWIJAYA,TEKNIK ELEKTRO,Saintek,74,"1,325"
UNIVERSITAS BRAWIJAYA,ARSITEKTUR,Saintek,66,"2,131"
UNIVERSITAS BRAWIJAYA,TEKNIK PENGAIRAN,Saintek,61,"1,026"
UNIVERSITAS BRAWIJAYA,PENDIDIKAN DOKTER,Saintek,93,"4,085"
UNIVERSITAS BRAWIJAYA,ILMU DAN TEKNOLOGI PANGAN,Saintek,61,"1,735"
UNIVERSITAS BRAWIJAYA,BIOLOGI,Saintek,64,901
UNIVERSITAS BRAWIJAYA,FISIKA,Saintek,42,353
UNIVERSITAS BRAWIJAYA,KIMIA,Saintek,71,665
UNIVERSITAS BRAWIJAYA,MATEMATIKA,Saintek,74,806
UNIVERSITAS BRAWIJAYA,PEMANFAATAN SUMBERDAYA PERIKANAN,Saintek,68,590
UNIVERSITAS BRAWIJAYA,TEKNOLOGI HASIL PERIKANAN,Saintek,59,528
UNIVERSITAS BRAWIJAYA,AGROBISNIS PERIKANAN,Saintek,71,652
UNIVERSITAS BRAWIJAYA,KETEKNIKAN PERTANIAN,Saintek,49,520
UNIVERSITAS BRAWIJAYA,STATISTIKA,Saintek,72,"1,298"
UNIVERSITAS BRAWIJAYA,PERENCANAAN WILAYAH & KOTA,Saintek,66,"1,829"
UNIVERSITAS BRAWIJAYA,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,99,"1,234"
UNIVERSITAS BRAWIJAYA,ILMU KEPERAWATAN,Saintek,45,"1,126"
UNIVERSITAS BRAWIJAYA,GIZI KESEHATAN / ILMU GIZI,Saintek,46,"2,683"
UNIVERSITAS BRAWIJAYA,TEKNIK INDUSTRI,Saintek,74,"2,173"
UNIVERSITAS BRAWIJAYA,TEKNIK INFORMATIKA,Saintek,87,"3,158"
UNIVERSITAS BRAWIJAYA,AGROEKOTEKNOLOGI,Saintek,286,"3,032"
UNIVERSITAS BRAWIJAYA,AGRIBISNIS,Saintek,156,"2,623"
UNIVERSITAS BRAWIJAYA,PETERNAKAN,Saintek,263,"1,856"
UNIVERSITAS BRAWIJAYA,PENDIDIKAN DOKTER HEWAN,Saintek,74,"1,017"
UNIVERSITAS BRAWIJAYA,PENDIDIKAN DOKTER GIGI,Saintek,36,"2,102"
UNIVERSITAS BRAWIJAYA,ILMU KELAUTAN,Saintek,67,845
UNIVERSITAS BRAWIJAYA,KEBIDANAN,Saintek,39,"1,042"
UNIVERSITAS BRAWIJAYA,FARMASI,Saintek,45,"2,861"
UNIVERSITAS BRAWIJAYA,TEKNIK KOMPUTER,Saintek,60,"1,476"
UNIVERSITAS BRAWIJAYA,SISTEM INFORMASI,Saintek,59,"1,768"
UNIVERSITAS BRAWIJAYA,TEKNIK KIMIA,Saintek,53,784
UNIVERSITAS BRAWIJAYA,INSTRUMENTASI,Saintek,28,296
UNIVERSITAS BRAWIJAYA,TEKNIK GEOFISIKA,Saintek,33,727
UNIVERSITAS BRAWIJAYA,BIOTEKNOLOGI,Saintek,48,"1,332"
UNIVERSITAS BRAWIJAYA,TEKNOLOGI BIOPROSES,Saintek,33,467
UNIVERSITAS BRAWIJAYA,TEKNIK LINGKUNGAN,Saintek,49,"1,375"
UNIVERSITAS BRAWIJAYA,PENDIDIKAN TEKNOLOGI INFORMASI,Saintek,28,257
UNIVERSITAS BRAWIJAYA,TEKNOLOGI INFORMASI,Saintek,35,947
UNIVERSITAS BRAWIJAYA,AGROEKOTEKNOLOGI (PSDKU KEDIRI),Saintek,42,0
UNIVERSITAS BRAWIJAYA,AGRIBISNIS (PSDKU KEDIRI),Saintek,39,0
UNIVERSITAS BRAWIJAYA,PETERNAKAN (PSDKU KEDIRI),Saintek,52,0
UNIVERSITAS BRAWIJAYA,AKUAKULTUR (PSDKU KEDIRI),Saintek,48,0
UNIVERSITAS BRAWIJAYA,SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI),Saintek,49,0
UNIVERSITAS CENDERAWASIH,ILMU EKONOMI,Soshum,10,179
UNIVERSITAS CENDERAWASIH,ILMU ADMINISTRASI NEGARA,Soshum,12,194
UNIVERSITAS CENDERAWASIH,ANTROPOLOGI SOSIAL,Soshum,1,70
UNIVERSITAS CENDERAWASIH,ILMU HUKUM,Soshum,17,403
UNIVERSITAS CENDERAWASIH,MANAJEMEN,Soshum,19,299
UNIVERSITAS CENDERAWASIH,ILMU KESEJAHTERAAN SOSIAL,Soshum,3,66
UNIVERSITAS CENDERAWASIH,AKUNTANSI,Soshum,25,427
UNIVERSITAS CENDERAWASIH,ILMU PEMERINTAHAN,Soshum,11,308
UNIVERSITAS CENDERAWASIH,BIMBINGAN KONSELING,Soshum,2,31
UNIVERSITAS CENDERAWASIH,PEND. GEOGRAFI,Soshum,3,94
UNIVERSITAS CENDERAWASIH,PEND. SEJARAH,Soshum,7,64
UNIVERSITAS CENDERAWASIH,PEND. BHS. SASTRA IND. & DAERAH,Soshum,7,137
UNIVERSITAS CENDERAWASIH,PEND. BAHASA INGGRIS,Soshum,6,156
UNIVERSITAS CENDERAWASIH,HUBUNGAN INTERNASIONAL,Soshum,6,301
UNIVERSITAS CENDERAWASIH,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,5,239
UNIVERSITAS CENDERAWASIH,PG PAUD,Soshum,2,22
UNIVERSITAS CENDERAWASIH,ILMU PERPUSTAKAAN,Soshum,1,20
UNIVERSITAS CENDERAWASIH,MANAJEMEN ADMINISTRASI PERKANTORAN,Soshum,4,240
UNIVERSITAS CENDERAWASIH,MANAJEMEN PENDIDIKAN,Soshum,2,0
UNIVERSITAS CENDERAWASIH,MATEMATIKA,Saintek,3,30
UNIVERSITAS CENDERAWASIH,BIOLOGI,Saintek,6,80
UNIVERSITAS CENDERAWASIH,KIMIA,Saintek,3,16
UNIVERSITAS CENDERAWASIH,FISIKA,Saintek,4,13
UNIVERSITAS CENDERAWASIH,ILMU KESEHATAN MASYARAKAT,Saintek,16,603
UNIVERSITAS CENDERAWASIH,PEND. MATEMATIKA,Saintek,7,80
UNIVERSITAS CENDERAWASIH,PEND. BIOLOGI,Saintek,3,116
UNIVERSITAS CENDERAWASIH,PEND. KIMIA,Saintek,5,35
UNIVERSITAS CENDERAWASIH,PEND. FISIKA,Saintek,7,23
UNIVERSITAS CENDERAWASIH,TEKNIK SIPIL,Saintek,19,499
UNIVERSITAS CENDERAWASIH,TEKNIK ELEKTRO,Saintek,10,228
UNIVERSITAS CENDERAWASIH,PENDIDIKAN DOKTER,Saintek,52,634
UNIVERSITAS CENDERAWASIH,ILMU KEPERAWATAN,Saintek,6,425
UNIVERSITAS CENDERAWASIH,TEKNIK MESIN,Saintek,4,154
UNIVERSITAS CENDERAWASIH,TEKNIK PERTAMBANGAN,Saintek,10,250
UNIVERSITAS CENDERAWASIH,ILMU KELAUTAN,Saintek,3,20
UNIVERSITAS CENDERAWASIH,FARMASI,Saintek,20,421
UNIVERSITAS CENDERAWASIH,SISTEM INFORMASI,Saintek,6,218
UNIVERSITAS CENDERAWASIH,TEKNIK GEOFISIKA,Saintek,4,21
UNIVERSITAS CENDERAWASIH,PERENCANAAN WILAYAH DAN KOTA/PLANOLOGI,Saintek,5,90
UNIVERSITAS CENDERAWASIH,STATISTIKA,Saintek,4,35
UNIVERSITAS DIPONEGORO,SASTRA INDONESIA,Soshum,76,958
UNIVERSITAS DIPONEGORO,SASTRA INGGRIS,Soshum,70,"1,475"
UNIVERSITAS DIPONEGORO,SEJARAH,Soshum,59,571
UNIVERSITAS DIPONEGORO,ILMU PERPUSTAKAAN,Soshum,68,"1,310"
UNIVERSITAS DIPONEGORO,HUKUM,Soshum,360,"4,402"
UNIVERSITAS DIPONEGORO,MANAJEMEN,Soshum,152,"4,015"
UNIVERSITAS DIPONEGORO,EKONOMI PEMBANGUNAN,Soshum,96,"1,352"
UNIVERSITAS DIPONEGORO,AKUNTANSI,Soshum,149,"3,129"
UNIVERSITAS DIPONEGORO,ADMINISTRASI PUBLIK,Soshum,80,"1,549"
UNIVERSITAS DIPONEGORO,ADMINISTRASI BISNIS,Soshum,80,"2,638"
UNIVERSITAS DIPONEGORO,ILMU PEMERINTAHAN,Soshum,71,"1,618"
UNIVERSITAS DIPONEGORO,ILMU KOMUNIKASI,Soshum,72,"2,712"
UNIVERSITAS DIPONEGORO,PSIKOLOGI,Soshum,148,"3,388"
UNIVERSITAS DIPONEGORO,BAHASA DAN KEBUDAYAAN JEPANG,Soshum,57,833
UNIVERSITAS DIPONEGORO,HUBUNGAN INTERNASIONAL,Soshum,50,"1,851"
UNIVERSITAS DIPONEGORO,ANTROPOLOGI SOSIAL,Soshum,58,775
UNIVERSITAS DIPONEGORO,EKONOMI SYARIAH,Soshum,73,"1,039"
UNIVERSITAS DIPONEGORO,KESEHATAN MASYARAKAT,Saintek,161,"3,807"
UNIVERSITAS DIPONEGORO,KEDOKTERAN,Saintek,121,"4,318"
UNIVERSITAS DIPONEGORO,KEPERAWATAN,Saintek,78,"1,746"
UNIVERSITAS DIPONEGORO,GIZI,Saintek,81,"2,725"
UNIVERSITAS DIPONEGORO,MATEMATIKA,Saintek,66,790
UNIVERSITAS DIPONEGORO,BIOLOGI,Saintek,71,900
UNIVERSITAS DIPONEGORO,KIMIA,Saintek,67,759
UNIVERSITAS DIPONEGORO,FISIKA,Saintek,65,554
UNIVERSITAS DIPONEGORO,STATISTIKA,Saintek,74,"1,563"
UNIVERSITAS DIPONEGORO,INFORMATIKA,Saintek,71,"2,044"
UNIVERSITAS DIPONEGORO,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,38,"1,064"
UNIVERSITAS DIPONEGORO,AKUAKULTUR,Saintek,55,283
UNIVERSITAS DIPONEGORO,PERIKANAN TANGKAP,Saintek,44,350
UNIVERSITAS DIPONEGORO,ILMU KELAUTAN,Saintek,98,"1,062"
UNIVERSITAS DIPONEGORO,OCEANOGRAFI,Saintek,75,"1,379"
UNIVERSITAS DIPONEGORO,TEKNOLOGI HASIL PERIKANAN,Saintek,41,750
UNIVERSITAS DIPONEGORO,TEKNIK SIPIL,Saintek,89,"3,032"
UNIVERSITAS DIPONEGORO,ARSITEKTUR,Saintek,85,"1,909"
UNIVERSITAS DIPONEGORO,TEKNIK MESIN,Saintek,89,"2,096"
UNIVERSITAS DIPONEGORO,TEKNIK KIMIA,Saintek,99,"1,503"
UNIVERSITAS DIPONEGORO,TEKNIK ELEKTRO,Saintek,95,"1,663"
UNIVERSITAS DIPONEGORO,PERENCANAAN WILAYAH DAN KOTA,Saintek,91,"2,126"
UNIVERSITAS DIPONEGORO,TEKNIK INDUSTRI,Saintek,95,"2,229"
UNIVERSITAS DIPONEGORO,TEKNIK LINGKUNGAN,Saintek,78,"1,721"
UNIVERSITAS DIPONEGORO,TEKNIK PERKAPALAN,Saintek,75,934
UNIVERSITAS DIPONEGORO,TEKNIK GEOLOGI,Saintek,61,758
UNIVERSITAS DIPONEGORO,TEKNIK GEODESI,Saintek,73,858
UNIVERSITAS DIPONEGORO,TEKNIK KOMPUTER,Saintek,80,"1,424"
UNIVERSITAS DIPONEGORO,PETERNAKAN,Saintek,135,"1,524"
UNIVERSITAS DIPONEGORO,TEKNOLOGI PANGAN,Saintek,67,"1,376"
UNIVERSITAS DIPONEGORO,AGROEKOTEKNOLOGI,Saintek,62,988
UNIVERSITAS DIPONEGORO,AGRIBISNIS,Saintek,63,"1,334"
UNIVERSITAS DIPONEGORO,KEDOKTERAN GIGI,Saintek,11,"1,388"
UNIVERSITAS DIPONEGORO,FARMASI,Saintek,45,"1,744"
UNIVERSITAS DIPONEGORO,BIOTEKNOLOGI,Saintek,38,0
UNIVERSITAS GADJAH MADA,ILMU EKONOMI,Soshum,41,"1,096"
UNIVERSITAS GADJAH MADA,MANAJEMEN,Soshum,55,"3,490"
UNIVERSITAS GADJAH MADA,AKUNTANSI,Soshum,67,"2,838"
UNIVERSITAS GADJAH MADA,FILSAFAT,Soshum,65,772
UNIVERSITAS GADJAH MADA,HUKUM,Soshum,142,"4,130"
UNIVERSITAS GADJAH MADA,ANTROPOLOGI BUDAYA,Soshum,29,724
UNIVERSITAS GADJAH MADA,ARKEOLOGI,Soshum,20,478
UNIVERSITAS GADJAH MADA,SEJARAH,Soshum,17,328
UNIVERSITAS GADJAH MADA,SASTRA ARAB,Soshum,25,727
UNIVERSITAS GADJAH MADA,BAHASA DAN SASTRA INDONESIA,Soshum,21,630
UNIVERSITAS GADJAH MADA,SASTRA INGGRIS,Soshum,25,"1,434"
UNIVERSITAS GADJAH MADA,SASTRA JAWA,Soshum,15,236
UNIVERSITAS GADJAH MADA,SASTRA PRANCIS,Soshum,13,329
UNIVERSITAS GADJAH MADA,SASTRA JEPANG,Soshum,14,689
UNIVERSITAS GADJAH MADA,BAHASA DAN KEBUDAYAAN KOREA,Soshum,20,"1,294"
UNIVERSITAS GADJAH MADA,MANAJEMEN DAN KEBIJAKAN PUBLIK,Soshum,34,"1,525"
UNIVERSITAS GADJAH MADA,ILMU HUBUNGAN INTERNASIONAL,Soshum,36,"2,574"
UNIVERSITAS GADJAH MADA,POLITIK DAN PEMERINTAHAN,Soshum,32,"1,168"
UNIVERSITAS GADJAH MADA,PEMBANGUNAN SOSIAL DAN KESEJAHTERAAN,Soshum,32,"1,229"
UNIVERSITAS GADJAH MADA,ILMU KOMUNIKASI,Soshum,34,"2,573"
UNIVERSITAS GADJAH MADA,SOSIOLOGI,Soshum,35,908
UNIVERSITAS GADJAH MADA,PSIKOLOGI,Soshum,97,"3,925"
UNIVERSITAS GADJAH MADA,PARIWISATA,Soshum,23,"2,218"
UNIVERSITAS GADJAH MADA,BIOLOGI,Saintek,97,"1,232"
UNIVERSITAS GADJAH MADA,FARMASI,Saintek,103,"3,195"
UNIVERSITAS GADJAH MADA,GEOGRAFI LINGKUNGAN,Saintek,41,834
UNIVERSITAS GADJAH MADA,KARTOGRAFI DAN PENGINDERAAN JAUH,Saintek,34,687
UNIVERSITAS GADJAH MADA,PEMBANGUNAN WILAYAH,Saintek,29,791
UNIVERSITAS GADJAH MADA,KEDOKTERAN,Saintek,77,"4,444"
UNIVERSITAS GADJAH MADA,ILMU KEPERAWATAN,Saintek,44,"1,165"
UNIVERSITAS GADJAH MADA,GIZI KESEHATAN,Saintek,45,"2,065"
UNIVERSITAS GADJAH MADA,KEDOKTERAN GIGI,Saintek,66,"2,047"
UNIVERSITAS GADJAH MADA,KEDOKTERAN HEWAN,Saintek,87,"1,250"
UNIVERSITAS GADJAH MADA,FISIKA,Saintek,29,360
UNIVERSITAS GADJAH MADA,KIMIA,Saintek,60,786
UNIVERSITAS GADJAH MADA,MATEMATIKA,Saintek,32,777
UNIVERSITAS GADJAH MADA,ILMU KOMPUTER,Saintek,31,"1,816"
UNIVERSITAS GADJAH MADA,STATISTIKA,Saintek,27,"1,205"
UNIVERSITAS GADJAH MADA,GEOFISIKA,Saintek,24,508
UNIVERSITAS GADJAH MADA,ELEKTRONIKA DAN INSTRUMENTASI,Saintek,28,666
UNIVERSITAS GADJAH MADA,AGRONOMI,Saintek,33,576
UNIVERSITAS GADJAH MADA,ILMU TANAH,Saintek,25,432
UNIVERSITAS GADJAH MADA,EKONOMI PERTANIAN DAN AGRIBISNIS,Saintek,34,935
UNIVERSITAS GADJAH MADA,PROTEKSI TANAMAN (ILMU HAMA DAN PENYAKIT TUMBUHAN),Saintek,28,256
UNIVERSITAS GADJAH MADA,PENYULUHAN DAN KOMUNIKASI PERTANIAN,Saintek,17,258
UNIVERSITAS GADJAH MADA,AKUAKULTUR (BUDIDAYA PERIKANAN),Saintek,23,341
UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,Saintek,25,373
UNIVERSITAS GADJAH MADA,MANAJEMEN SUMBERDAYA AKUATIK (MANAJEMEN SUMBER DAYA PERIKANAN),Saintek,26,277
UNIVERSITAS GADJAH MADA,MIKROBIOLOGI PERTANIAN,Saintek,13,258
UNIVERSITAS GADJAH MADA,ILMU DAN INDUSTRI PETERNAKAN,Saintek,128,"1,041"
UNIVERSITAS GADJAH MADA,ARSITEKTUR,Saintek,35,"1,893"
UNIVERSITAS GADJAH MADA,PERENCANAAN WILAYAH DAN KOTA,Saintek,36,"1,469"
UNIVERSITAS GADJAH MADA,TEKNIK GEODESI,Saintek,57,"1,024"
UNIVERSITAS GADJAH MADA,TEKNIK GEOLOGI,Saintek,54,"1,008"
UNIVERSITAS GADJAH MADA,TEKNIK KIMIA,Saintek,63,"1,236"
UNIVERSITAS GADJAH MADA,TEKNIK ELEKTRO,Saintek,44,"1,168"
UNIVERSITAS GADJAH MADA,TEKNIK MESIN,Saintek,59,"1,848"
UNIVERSITAS GADJAH MADA,TEKNIK SIPIL,Saintek,67,"2,735"
UNIVERSITAS GADJAH MADA,TEKNIK NUKLIR,Saintek,28,679
UNIVERSITAS GADJAH MADA,TEKNIK FISIKA,Saintek,54,760
UNIVERSITAS GADJAH MADA,TEKNIK INDUSTRI,Saintek,49,"1,693"
UNIVERSITAS GADJAH MADA,TEKNIK PERTANIAN,Saintek,42,545
UNIVERSITAS GADJAH MADA,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Saintek,47,"1,712"
UNIVERSITAS GADJAH MADA,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,48,856
UNIVERSITAS GADJAH MADA,HIGIENE GIGI,Saintek,15,320
UNIVERSITAS GADJAH MADA,KEHUTANAN,Saintek,115,"2,242"
UNIVERSITAS GADJAH MADA,TEKNOLOGI INFORMASI,Saintek,45,"2,361"
UNIVERSITAS GADJAH MADA,ILMU AKTUARIA,Saintek,18,0
UNIVERSITAS HALUOLEO,EKONOMI PEMBANGUNAN,Soshum,136,659
UNIVERSITAS HALUOLEO,MANAJEMEN,Soshum,145,"2,292"
UNIVERSITAS HALUOLEO,AKUTANSI,Soshum,113,"1,599"
UNIVERSITAS HALUOLEO,ILMU ADMINISTRASI NEGARA,Soshum,104,"1,182"
UNIVERSITAS HALUOLEO,SOSIOLOGI,Soshum,49,374
UNIVERSITAS HALUOLEO,ANTROPOLOGI SOSIAL,Soshum,39,85
UNIVERSITAS HALUOLEO,ILMU KOMUNIKASI,Soshum,81,757
UNIVERSITAS HALUOLEO,ILMU HUKUM,Soshum,257,"1,233"
UNIVERSITAS HALUOLEO,PENDIDIKAN SEJARAH,Soshum,53,412
UNIVERSITAS HALUOLEO,PENDIDIKAN EKONOMI,Soshum,50,298
UNIVERSITAS HALUOLEO,PEND. PANCASILA & KEWARGANEGARAAN,Soshum,31,283
UNIVERSITAS HALUOLEO,"PEND. JASMANI, KESEHATAN DAN REKREASI",Soshum,61,828
UNIVERSITAS HALUOLEO,"PEND. BAHASA, SASTRA INDO. & DAERAH",Soshum,61,866
UNIVERSITAS HALUOLEO,PENDIDIKAN BAHASA INGGRIS,Soshum,58,740
UNIVERSITAS HALUOLEO,PEND. GURU SEKOLAH DASAR (PGSD) S1,Soshum,55,"1,268"
UNIVERSITAS HALUOLEO,PENDIDIKAN ANAK USIA DINI (PG-PAUD),Soshum,33,422
UNIVERSITAS HALUOLEO,PENDIDIKAN BIMBINGAN DAN KONSELING,Soshum,43,255
UNIVERSITAS HALUOLEO,ADMINISTRASI BISNIS,Soshum,95,830
UNIVERSITAS HALUOLEO,ARKEOLOGI,Soshum,22,54
UNIVERSITAS HALUOLEO,ILMU KESEJAHTERAAN SOSIAL,Soshum,51,94
UNIVERSITAS HALUOLEO,ILMU SEJARAH,Soshum,31,64
UNIVERSITAS HALUOLEO,JURNALISTIK,Soshum,59,264
UNIVERSITAS HALUOLEO,PENDIDIKAN GEOGRAFI,Soshum,51,560
UNIVERSITAS HALUOLEO,SASTRA INDONESIA,Soshum,21,141
UNIVERSITAS HALUOLEO,SASTRA INGGRIS,Soshum,50,359
UNIVERSITAS HALUOLEO,TRADISI LISAN,Soshum,10,31
UNIVERSITAS HALUOLEO,PSIKOLOGI,Soshum,43,308
UNIVERSITAS HALUOLEO,ILMU POLITIK,Soshum,57,207
UNIVERSITAS HALUOLEO,PENDIDIKAN AKUNTANSI,Soshum,45,182
UNIVERSITAS HALUOLEO,SASTRA PRANCIS,Soshum,5,10
UNIVERSITAS HALUOLEO,PERPUSTAKAAN DAN ILMU INFORMASI,Soshum,41,108
UNIVERSITAS HALUOLEO,ILMU PEMERINTAHAN,Soshum,62,0
UNIVERSITAS HALUOLEO,AGRIBISNIS,Saintek,43,737
UNIVERSITAS HALUOLEO,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Saintek,39,229
UNIVERSITAS HALUOLEO,PETERNAKAN,Saintek,90,237
UNIVERSITAS HALUOLEO,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,38,117
UNIVERSITAS HALUOLEO,BUDIDAYA PERAIRAN,Saintek,26,92
UNIVERSITAS HALUOLEO,MATEMATIKA,Saintek,25,101
UNIVERSITAS HALUOLEO,FISIKA,Saintek,29,58
UNIVERSITAS HALUOLEO,KIMIA,Saintek,35,100
UNIVERSITAS HALUOLEO,BIOLOGI,Saintek,26,159
UNIVERSITAS HALUOLEO,ILMU KESEHATAN MASYARAKAT,Saintek,131,"1,161"
UNIVERSITAS HALUOLEO,PENDIDIKAN MATEMATIKA,Saintek,49,415
UNIVERSITAS HALUOLEO,PENDIDIKAN BIOLOGI,Saintek,25,547
UNIVERSITAS HALUOLEO,PENDIDIKAN FISIKA,Saintek,59,211
UNIVERSITAS HALUOLEO,PENDIDIKAN KIMIA,Saintek,48,170
UNIVERSITAS HALUOLEO,TEKNIK SIPIL,Saintek,36,"1,569"
UNIVERSITAS HALUOLEO,TEKNIK ARSITEKTUR,Saintek,34,689
UNIVERSITAS HALUOLEO,TEKNIK MESIN,Saintek,36,432
UNIVERSITAS HALUOLEO,TEKNIK ELEKTRO,Saintek,33,429
UNIVERSITAS HALUOLEO,TEKNIK INFORMATIKA,Saintek,22,"1,791"
UNIVERSITAS HALUOLEO,PENDIDIKAN DOKTER,Saintek,39,"1,023"
UNIVERSITAS HALUOLEO,KEHUTANAN,Saintek,59,239
UNIVERSITAS HALUOLEO,ILMU DAN TEKNOLOGI PANGAN,Saintek,42,294
UNIVERSITAS HALUOLEO,FARMASI,Saintek,76,"1,434"
UNIVERSITAS HALUOLEO,AGROBISNIS PERIKANAN,Saintek,21,149
UNIVERSITAS HALUOLEO,TEKNIK GEOFISIKA,Saintek,21,75
UNIVERSITAS HALUOLEO,TEKNIK GEOLOGI,Saintek,40,238
UNIVERSITAS HALUOLEO,ILMU KELAUTAN,Saintek,25,115
UNIVERSITAS HALUOLEO,ILMU LINGKUNGAN,Saintek,52,101
UNIVERSITAS HALUOLEO,TEKNIK PERTAMBANGAN,Saintek,38,"1,180"
UNIVERSITAS HALUOLEO,TEKNOLOGI HASIL PERIKANAN,Saintek,30,82
UNIVERSITAS HALUOLEO,GEOGRAFI,Saintek,22,116
UNIVERSITAS HALUOLEO,ILMU TANAH,Saintek,31,120
UNIVERSITAS HALUOLEO,PROTEKSI TANAMAN,Saintek,17,73
UNIVERSITAS HALUOLEO,PENYULUHAN PERTANIAN,Saintek,32,259
UNIVERSITAS HALUOLEO,BIOTEKNOLOGI,Saintek,23,58
UNIVERSITAS HALUOLEO,ILMU KEOLAHRAGAAN,Saintek,30,105
UNIVERSITAS HALUOLEO,OSEANOGRAFI,Saintek,27,47
UNIVERSITAS HALUOLEO,PERIKANAN TANGKAP,Saintek,4,99
UNIVERSITAS HALUOLEO,STATISTIKA,Saintek,23,182
UNIVERSITAS HALUOLEO,ILMU KOMPUTER,Saintek,22,758
UNIVERSITAS HALUOLEO,REKAYASA INFRASTRUKTUR DAN LINGKUNGAN,Saintek,31,60
UNIVERSITAS HALUOLEO,TEKNIK KELAUTAN,Saintek,27,56
UNIVERSITAS HALUOLEO,GIZI,Saintek,25,0
UNIVERSITAS HASANUDDIN,MANAJEMEN,Soshum,94,"4,375"
UNIVERSITAS HASANUDDIN,ILMU HUKUM,Soshum,195,"4,682"
UNIVERSITAS HASANUDDIN,ILMU POLITIK,Soshum,36,"1,038"
UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,Soshum,38,454
UNIVERSITAS HASANUDDIN,ILMU SEJARAH,Soshum,37,340
