Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KOMPUTER,Saintek,38,"1,445"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK ARSITEKTUR,Saintek,23,542
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK BANGUNAN,Saintek,24,335
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK ELEKTRO,Saintek,43,314
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK MESIN,Saintek,33,589
UNIVERSITAS PENDIDIKAN INDONESIA,ILMU KEOLAHRAGAAN,Saintek,59,662
UNIVERSITAS PENDIDIKAN INDONESIA,TEKNIK ELEKTRO,Saintek,38,980
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI,Saintek,31,651
UNIVERSITAS PENDIDIKAN INDONESIA,TEKNIK SIPIL,Saintek,43,"1,734"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN ILMU PENGETAHUAN ALAM,Saintek,11,456
UNIVERSITAS PENDIDIKAN INDONESIA,ARSITEKTUR,Saintek,24,"1,179"
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,Saintek,36,177
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,Saintek,41,332
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,Saintek,34,210
UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN TEKNIK OTOMOTIF,Saintek,40,0
UNIVERSITAS PENDIDIKAN INDONESIA,SISTEM INFORMASI KELAUTAN KAMPUS SERANG,Saintek,41,0
UNIVERSITAS PENDIDIKAN INDONESIA,KEPELATIHAN FISIK OLAHRAGA,Saintek,50,0
UNIVERSITAS PENDIDIKAN INDONESIA,REKAYASA PERANGKAT LUNAK (KAMPUS UPI CIBIRU),Saintek,41,0
UNIVERSITAS PENDIDIKAN INDONESIA,SISTEM TELEKOMUNIKASI (KAMPUS UPI PURWAKARTA),Saintek,34,0
UNIVERSITAS RIAU,Fisika,Saintek,49,197
UNIVERSITAS RIAU,Kimia,Saintek,48,391
UNIVERSITAS RIAU,Matematika,Saintek,30,427
UNIVERSITAS RIAU,Biologi,Saintek,48,573
UNIVERSITAS RIAU,Manajemen Sumberdaya Perairan,Saintek,43,535
UNIVERSITAS RIAU,Budidaya Perairan,Saintek,46,406
UNIVERSITAS RIAU,Ilmu Kelautan,Saintek,44,568
UNIVERSITAS RIAU,Teknologi Hasil Perikanan,Saintek,46,465
UNIVERSITAS RIAU,Pemanfaatan Sumberdaya Perikanan,Saintek,29,273
UNIVERSITAS RIAU,Sosial Ekonomi Perikanan,Saintek,30,211
UNIVERSITAS RIAU,Agroteknologi,Saintek,76,1677
UNIVERSITAS RIAU,Sosial Ekonomi Pertanian (Agribisnis),Saintek,68,1140
UNIVERSITAS RIAU,Teknologi Hasil Pertanian,Saintek,32,590
UNIVERSITAS RIAU,Kehutanan,Saintek,27,801
UNIVERSITAS RIAU,Teknik Sipil,Saintek,49,1504
UNIVERSITAS RIAU,Teknik Kimia,Saintek,45,741
UNIVERSITAS RIAU,Teknik Mesin,Saintek,50,830
UNIVERSITAS RIAU,Teknik Elektro,Saintek,33,731
UNIVERSITAS RIAU,Pend. Dokter,Saintek,47,1769
UNIVERSITAS RIAU,Ilmu Keperawatan,Saintek,76,1363
UNIVERSITAS RIAU,Pend. Matematika,Saintek,29,729
UNIVERSITAS RIAU,Pend. Biologi,Saintek,31,794
UNIVERSITAS RIAU,Pend. Fisika,Saintek,30,289
UNIVERSITAS RIAU,Pend. Kimia,Saintek,32,383
UNIVERSITAS RIAU,Teknik Lingkungan,Saintek,29,656
UNIVERSITAS RIAU,Teknik Arsitek,Saintek,31,457
UNIVERSITAS RIAU,Sistem Informasi,Saintek,49,931
UNIVERSITAS RIAU,Teknik Informatika,Saintek,30,1562
UNIVERSITAS RIAU,Teknologi Industri Pertanian,Saintek,18,523
UNIVERSITAS RIAU,Statistika,Saintek,17,284
UNIVERSITAS RIAU,Hubungan Internasional,Soshum,61,1223
UNIVERSITAS RIAU,Ilmu Pemerintahan,Soshum,64,1587
UNIVERSITAS RIAU,Ilmu Administrasi Negara,Soshum,67,1873
UNIVERSITAS RIAU,Ilmu Administrasi Niaga,Soshum,45,1063
UNIVERSITAS RIAU,Sosiologi,Soshum,66,864
UNIVERSITAS RIAU,Ilmu Komunikasi,Soshum,65,1885
UNIVERSITAS RIAU,Pariwisata,Soshum,47,1030
UNIVERSITAS RIAU,Ekoomi Pembangunan,Soshum,46,1094
UNIVERSITAS RIAU,Manajemen,Soshum,114,3197
UNIVERSITAS RIAU,Akuntansi,Soshum,112,2227
UNIVERSITAS RIAU,Ilmu Hukum,Soshum,140,1934
UNIVERSITAS RIAU,Pend. Ekonomi,Soshum,28,497
UNIVERSITAS RIAU,Pend. Pancasila & Kewarganegaraan (PPKN),Soshum,32,356
UNIVERSITAS RIAU,Pend. Sejarah,Soshum,28,456
UNIVERSITAS RIAU,"Pend. Bahasa, Sastra Indonesia & Daerah",Soshum,30,901
UNIVERSITAS RIAU,Pend. Bhs. Inggris,Soshum,44,1147
UNIVERSITAS RIAU,Pend. Bahasa Jepang,Soshum,14,164
UNIVERSITAS RIAU,Pend. Luar Sekolah,Soshum,32,159
UNIVERSITAS RIAU,Bimbingan Konseling,Soshum,13,753
UNIVERSITAS RIAU,Pend Jasmani Kesehatan & Rekreasi,Soshum,34,583
UNIVERSITAS RIAU,Pend Kepelatihan Olahraga,Soshum,24,423
UNIVERSITAS RIAU,PGSD,Soshum,47,1687
UNIVERSITAS RIAU,PAUD,Soshum,33,413
UNIVERSITAS SAM RATULANGI,EKONOMI PEMBANGNAN,Soshum,64,348
UNIVERSITAS SAM RATULANGI,MANAJEMEN,Soshum,170,"1,598"
UNIVERSITAS SAM RATULANGI,AKUNTANSI,Soshum,111,"1,022"
UNIVERSITAS SAM RATULANGI,ILMU ADMINISTRASI NEGARA,Soshum,40,646
UNIVERSITAS SAM RATULANGI,ILMU ADMINISTRASI BISNIS,Soshum,42,637
UNIVERSITAS SAM RATULANGI,ILMU PEMERINTAHAN,Soshum,40,705
UNIVERSITAS SAM RATULANGI,ILMU POLITIK,Soshum,28,279
UNIVERSITAS SAM RATULANGI,SOSIOLOGI,Soshum,22,91
UNIVERSITAS SAM RATULANGI,ILMU KOMUNIKASI,Soshum,37,306
UNIVERSITAS SAM RATULANGI,ILMU PERPUSTAKAAN,Soshum,18,56
UNIVERSITAS SAM RATULANGI,ILMU HUKUM,Soshum,315,"1,435"
UNIVERSITAS SAM RATULANGI,SASTRA INDONESIA,Soshum,9,76
UNIVERSITAS SAM RATULANGI,SASTRA INGGRIS,Soshum,77,406
UNIVERSITAS SAM RATULANGI,SASTRA JERMAN,Soshum,4,20
UNIVERSITAS SAM RATULANGI,ILMU SEJARAH,Soshum,7,36
UNIVERSITAS SAM RATULANGI,ANTROPOLOGI SOSIAL,Soshum,17,45
UNIVERSITAS SAM RATULANGI,PENDIDIKAN DOKTER,Saintek,65,"1,911"
UNIVERSITAS SAM RATULANGI,PENDIDIKAN DOKTER GIGI,Saintek,15,570
UNIVERSITAS SAM RATULANGI,ILMU KESEHATAN MASYARAKAT,Saintek,78,"1,131"
UNIVERSITAS SAM RATULANGI,ILMU KEPERAWATAN,Saintek,27,704
UNIVERSITAS SAM RATULANGI,TEKNIK ELEKTRO,Saintek,27,315
UNIVERSITAS SAM RATULANGI,TEKNIK MESIN,Saintek,24,209
UNIVERSITAS SAM RATULANGI,TEKNIK SIPIL,Saintek,44,901
UNIVERSITAS SAM RATULANGI,ARSITEKTUR,Saintek,31,382
UNIVERSITAS SAM RATULANGI,PERENCANAAN WILAYAH DAN KOTA,Saintek,35,283
UNIVERSITAS SAM RATULANGI,TEKNIK PERTANIAN,Saintek,32,230
UNIVERSITAS SAM RATULANGI,ILMU DAN TEKNOLOGI PANGAN,Saintek,20,106
UNIVERSITAS SAM RATULANGI,MATEMATIKA,Saintek,34,117
UNIVERSITAS SAM RATULANGI,FISIKA,Saintek,21,38
UNIVERSITAS SAM RATULANGI,BIOLOGI,Saintek,19,150
UNIVERSITAS SAM RATULANGI,KIMIA,Saintek,16,57
UNIVERSITAS SAM RATULANGI,AGRIBISNIS,Saintek,63,288
UNIVERSITAS SAM RATULANGI,AGROEKOTEKNOLOGI,Saintek,21,90
UNIVERSITAS SAM RATULANGI,PETERNAKAN,Saintek,29,150
UNIVERSITAS SAM RATULANGI,ILMU KELAUTAN,Saintek,34,128
UNIVERSITAS SAM RATULANGI,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,16,47
UNIVERSITAS SAM RATULANGI,BUDIDAYA PERAIRAN,Saintek,16,30
UNIVERSITAS SAM RATULANGI,TEKNOLOGI HASIL PERIKANAN,Saintek,12,46
UNIVERSITAS SAM RATULANGI,AGROBISNIS PERIKANAN,Saintek,19,69
UNIVERSITAS SAM RATULANGI,PEMANFAATAN SUMBERDAYA PERIKANAN,Saintek,4,40
UNIVERSITAS SAM RATULANGI,KEHUTANAN,Saintek,19,115
UNIVERSITAS SAM RATULANGI,INFORMATIKA,Saintek,32,846
UNIVERSITAS SAM RATULANGI,FARMASI,Saintek,34,"1,024"
UNIVERSITAS SAM RATULANGI,TEKNIK LINGKUNGAN,Saintek,17,115
UNIVERSITAS SAM RATULANGI,SISTEM INFORMASI,Saintek,25,192
UNIVERSITAS SAM RATULANGI,ILMU TANAH,Saintek,13,45
UNIVERSITAS SAM RATULANGI,AGRONOMI,Saintek,17,85
UNIVERSITAS SAM RATULANGI,PROTEKSI TANAMAN,Saintek,16,55
UNIVERSITAS SAMUDRA,Agroteknologi,Saintek,36,202
UNIVERSITAS SAMUDRA,Agribisnis,Saintek,30,301
UNIVERSITAS SAMUDRA,Budidaya Perairan,Saintek,35,97
UNIVERSITAS SAMUDRA,Pendidikan Matematika,Saintek,16,58
UNIVERSITAS SAMUDRA,Pendidikan Fisika,Saintek,23,38
UNIVERSITAS SAMUDRA,Pendidikan Kimia,Saintek,15,34
UNIVERSITAS SAMUDRA,Pendidikan Biologi,Saintek,36,127
UNIVERSITAS SAMUDRA,Teknik Mesin,Saintek,29,127
UNIVERSITAS SAMUDRA,Teknik Sipil,Saintek,29,276
UNIVERSITAS SAMUDRA,Teknik Industri,Saintek,12,121
UNIVERSITAS SAMUDRA,Teknik Informatika,Saintek,30,451
UNIVERSITAS SAMUDRA,Matematika,Saintek,16,24
UNIVERSITAS SAMUDRA,Fisika,Saintek,10,25
UNIVERSITAS SAMUDRA,Kimia,Saintek,21,37
UNIVERSITAS SAMUDRA,Biologi,Saintek,18,48
UNIVERSITAS SAMUDRA,Ilmu Hukum,Soshum,50,334
UNIVERSITAS SAMUDRA,Ekonomi Manajemen,Soshum,45,549
UNIVERSITAS SAMUDRA,Ekonomi Pembangunan,Soshum,34,201
UNIVERSITAS SAMUDRA,Pendidikan Sejarah,Soshum,25,121
UNIVERSITAS SAMUDRA,Pendidikan Geografi,Soshum,33,127
UNIVERSITAS SAMUDRA,Pendidikan Olahraga,Soshum,29,176
UNIVERSITAS SAMUDRA,Pendidikan Guru Sekolah Dasar,Soshum,45,432
UNIVERSITAS SAMUDRA,Pendidikan Bahasa Inggris,Soshum,30,143
UNIVERSITAS SAMUDRA,Pendidikan Bahasa Indonesia,Soshum,15,182
UNIVERSITAS SAMUDRA,Akuntansi,Soshum,29,264
UNIVERSITAS SEBELAS MARET,ILMU ADMINISTRASI NEGARA,Soshum,57,"2,409"
UNIVERSITAS SEBELAS MARET,ILMU KOMUNIKASI,Soshum,45,"3,361"
UNIVERSITAS SEBELAS MARET,SOSIOLOGI,Soshum,40,"1,205"
UNIVERSITAS SEBELAS MARET,ILMU HUKUM,Soshum,213,"4,416"
UNIVERSITAS SEBELAS MARET,EKONOMI PEMBANGUNAN,Soshum,68,"2,027"
UNIVERSITAS SEBELAS MARET,MANAJEMEN,Soshum,64,"4,221"
UNIVERSITAS SEBELAS MARET,AKUNTANSI,Soshum,67,"3,071"
UNIVERSITAS SEBELAS MARET,ILMU SEJARAH,Soshum,24,614
UNIVERSITAS SEBELAS MARET,SASTRA INDONESIA,Soshum,31,704
UNIVERSITAS SEBELAS MARET,SASTRA INGGRIS,Soshum,27,"1,215"
UNIVERSITAS SEBELAS MARET,SASTRA DAERAH UNTUK SASTRA JAWA,Soshum,24,344
UNIVERSITAS SEBELAS MARET,KRIYA SENI (DESAIN TEKSTIL),Soshum,28,203
UNIVERSITAS SEBELAS MARET,"SENI RUPA MURNI (LUKIS, GRFS, PTNG, KRMIK)",Soshum,21,171
UNIVERSITAS SEBELAS MARET,DESAIN INTERIOR,Soshum,24,885
UNIVERSITAS SEBELAS MARET,DESAIN KOMUNIKASI VISUAL,Soshum,28,"1,491"
UNIVERSITAS SEBELAS MARET,PENDIDIKAN SEJARAH,Soshum,37,647
UNIVERSITAS SEBELAS MARET,PENDIDIKAN GEOGRAFI,Soshum,36,747
UNIVERSITAS SEBELAS MARET,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Soshum,33,595
UNIVERSITAS SEBELAS MARET,PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS),Soshum,36,756
UNIVERSITAS SEBELAS MARET,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Soshum,59,"1,102"
UNIVERSITAS SEBELAS MARET,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,54,650
UNIVERSITAS SEBELAS MARET,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Soshum,39,"1,107"
UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA INGGRIS,Soshum,35,"1,213"
UNIVERSITAS SEBELAS MARET,PENDIDIKAN SENI RUPA,Soshum,39,257
UNIVERSITAS SEBELAS MARET,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,Soshum,38,822
UNIVERSITAS SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,Soshum,76,"1,945"
UNIVERSITAS SEBELAS MARET,BIMBINGAN DAN KONSELING,Soshum,34,"1,485"
UNIVERSITAS SEBELAS MARET,PEND. GURU PEND ANAK USIA DINI (PG-PAUD),Soshum,35,614
UNIVERSITAS SEBELAS MARET,SASTRA ARAB,Soshum,24,600
UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA JAWA,Soshum,37,745
UNIVERSITAS SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,Soshum,60,650
UNIVERSITAS SEBELAS MARET,HUBUNGAN INTERNASIONAL,Soshum,30,"1,539"
UNIVERSITAS SEBELAS MARET,PENDIDIKAN AKUNTANSI,Soshum,39,691
UNIVERSITAS SEBELAS MARET,PENDIDIKAN ADMINISTRASI PERKANTORAN,Soshum,36,911
UNIVERSITAS SEBELAS MARET,PENDIDIKAN EKONOMI,Soshum,38,809
UNIVERSITAS SEBELAS MARET,KEDOKTERAN,Saintek,108,"5,658"
UNIVERSITAS SEBELAS MARET,PSIKOLOGI,Saintek,54,"3,167"
UNIVERSITAS SEBELAS MARET,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Saintek,95,"2,076"
UNIVERSITAS SEBELAS MARET,AGRIBISNIS,Saintek,55,"2,080"
UNIVERSITAS SEBELAS MARET,PETERNAKAN,Saintek,59,"1,225"
UNIVERSITAS SEBELAS MARET,ILMU DAN TEKNOLOGI PANGAN,Saintek,46,"2,180"
UNIVERSITAS SEBELAS MARET,TEKNIK SIPIL,Saintek,76,"3,297"
UNIVERSITAS SEBELAS MARET,ARSITEKTUR,Saintek,46,"1,942"
UNIVERSITAS SEBELAS MARET,TEKNIK INDUSTRI,Saintek,50,"1,996"
UNIVERSITAS SEBELAS MARET,TEKNIK MESIN,Saintek,43,"1,703"
UNIVERSITAS SEBELAS MARET,TEKNIK KIMIA,Saintek,45,915
UNIVERSITAS SEBELAS MARET,MATEMATIKA,Saintek,48,813
UNIVERSITAS SEBELAS MARET,FISIKA,Saintek,44,418
UNIVERSITAS SEBELAS MARET,KIMIA,Saintek,39,662
UNIVERSITAS SEBELAS MARET,BIOLOGI,Saintek,41,818
UNIVERSITAS SEBELAS MARET,PERENCANAAN WILAYAH DAN KOTA (PWK),Saintek,21,"1,148"
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,HUKUM,Soshum,29,139
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ADMINISTRASI PUBLIK,Soshum,35,302
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BAHASA INDONESIA,Soshum,6,97
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BAHASA INGGRIS,Soshum,11,91
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN GEOGRAFI,Soshum,16,128
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,AKUNTANSI,Soshum,62,197
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,7,43
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,MANAJEMEN,Soshum,63,256
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN JASMANI,Soshum,8,40
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,EKONOMI PEMBANGUNAN,Soshum,11,44
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN MATEMATIKA,Saintek,12,58
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,SISTEM INFORMASI,Saintek,69,275
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNIK SIPIL,Saintek,42,151
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNIK PERTAMBANGAN,Saintek,41,193
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,AGRIBISNIS,Saintek,17,119
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,AGROTEKNOLOGI,Saintek,4,58
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PETERNAKAN,Saintek,6,43
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ILMU PERIKANAN,Saintek,4,52
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN BIOLOGI,Saintek,18,81
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN KIMIA,Saintek,8,26
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNOLOGI HASIL PERTANIAN,Saintek,3,47
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,KIMIA,Saintek,4,4
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,ILMU KOMPUTER,Saintek,36,141
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,FARMASI,Saintek,51,0
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,PENDIDIKAN FISIKA,Saintek,4,0
UNIVERSITAS SILIWANGI,PENDIDIKAN LUAR SEKOLAH,Soshum,53,361
UNIVERSITAS SILIWANGI,PENDIDIKAN EKONOMI,Soshum,59,549
UNIVERSITAS SILIWANGI,PENDIDIKAN GEOGRAFI,Soshum,56,537
UNIVERSITAS SILIWANGI,PENDIDIKAN SEJARAH,Soshum,40,488
UNIVERSITAS SILIWANGI,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",Soshum,132,631
UNIVERSITAS SILIWANGI,EKONOMI PEMBANGUNAN,Soshum,74,999
UNIVERSITAS SILIWANGI,MANAJEMEN,Soshum,94,"2,288"
UNIVERSITAS SILIWANGI,AKUNTANSI,Soshum,66,"1,286"
UNIVERSITAS SILIWANGI,EKONOMI SYARIAH,Soshum,61,"1,031"
UNIVERSITAS SILIWANGI,ILMU POLITIK,Soshum,43,738
UNIVERSITAS SILIWANGI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,62,847
UNIVERSITAS SILIWANGI,PENDIDIKAN BAHASA INGGRIS,Soshum,86,694
UNIVERSITAS SILIWANGI,PENDIDIKAN MATEMATIKA,Saintek,66,684
UNIVERSITAS SILIWANGI,PENDIDIKAN BIOLOGI,Saintek,55,609
UNIVERSITAS SILIWANGI,AGROTEKNOLOGI,Saintek,57,990
UNIVERSITAS SILIWANGI,AGRIBISNIS,Saintek,43,941
UNIVERSITAS SILIWANGI,TEKNIK SIPIL,Saintek,48,"1,039"
UNIVERSITAS SILIWANGI,TEKNIK ELEKTRO,Saintek,35,467
UNIVERSITAS SILIWANGI,TEKNIK INFORMATIKA,Saintek,39,"1,064"
UNIVERSITAS SILIWANGI,KESEHATAN MASYARAKAT,Saintek,60,"1,421"
UNIVERSITAS SILIWANGI,PENDIDIKAN FISIKA,Saintek,44,273
UNIVERSITAS SILIWANGI,GIZI,Saintek,42,"1,012"
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU HUKUM,Soshum,118,"1,304"
UNIVERSITAS SINGAPERBANGSA KARAWANG,MANAJEMEN,Soshum,120,"2,196"
UNIVERSITAS SINGAPERBANGSA KARAWANG,AKUNTANSI,Soshum,93,"1,409"
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. LUAR SEKOLAH,Soshum,36,318
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA INGGRIS,Soshum,92,986
UNIVERSITAS SINGAPERBANGSA KARAWANG,"PEND. JASMANI, KESEHATAN DAN REKREASI",Soshum,114,495
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA DAN SASTRA INDONESIA,Soshum,74,883
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU PEMERINTAHAN,Soshum,87,"1,399"
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU KOMUNIKASI,Soshum,82,"1,829"
UNIVERSITAS SINGAPERBANGSA KARAWANG,AGROTEKNOLOGI,Saintek,71,902
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK INDUSTRI,Saintek,98,"1,396"
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK MESIN,Saintek,91,881
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK ELEKTRO,Saintek,67,700
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK INFORMATIKA,Saintek,90,"1,770"
UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. MATEMATIKA,Saintek,78,719
UNIVERSITAS SINGAPERBANGSA KARAWANG,AGRIBISNIS,Saintek,53,866
UNIVERSITAS SINGAPERBANGSA KARAWANG,FARMASI,Saintek,33,"1,099"
UNIVERSITAS SINGAPERBANGSA KARAWANG,GIZI,Saintek,25,0
UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK KIMIA,Saintek,26,0
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU KEOLAHRAGAAN,Saintek,30,0
UNIVERSITAS SINGAPERBANGSA KARAWANG,SISTEM INFORMASI,Saintek,34,0
UNIVERSITAS SRIWIJAYA,EKONOMI PEMBANGUNAN,Soshum,73,"1,199"
UNIVERSITAS SRIWIJAYA,ILMU HUKUM,Soshum,222,"2,403"
UNIVERSITAS SRIWIJAYA,MANAJEMEN,Soshum,95,"2,870"
UNIVERSITAS SRIWIJAYA,AKUNTANSI,Soshum,85,"2,096"
UNIVERSITAS SRIWIJAYA,ILMU ADM NEGARA,Soshum,99,"2,010"
UNIVERSITAS SRIWIJAYA,SOSIOLOGI,Soshum,86,998
UNIVERSITAS SRIWIJAYA,PPKN,Soshum,36,396
UNIVERSITAS SRIWIJAYA,PEND SEJARAH,Soshum,33,384
UNIVERSITAS SRIWIJAYA,PEND EKONOMI,Soshum,30,474
UNIVERSITAS SRIWIJAYA,"PEND BHS, SATRA IND & DAERAH",Soshum,35,701
UNIVERSITAS SRIWIJAYA,PEND BHS INGGRIS,Soshum,29,878
UNIVERSITAS SRIWIJAYA,PENJASKES,Soshum,34,555
UNIVERSITAS SRIWIJAYA,BIMB & KONSELING,Soshum,35,620
UNIVERSITAS SRIWIJAYA,PGSD,Soshum,36,"1,880"
UNIVERSITAS SRIWIJAYA,PAUD,Soshum,41,534
UNIVERSITAS SRIWIJAYA,ILMU KOMUNIKASI,Soshum,106,"1,773"
UNIVERSITAS SRIWIJAYA,PENDIDIKAN LUAR SEKOLAH,Soshum,38,220
UNIVERSITAS SRIWIJAYA,ILMU HUBUNGAN INTERNASIONAL,Soshum,95,"1,251"
UNIVERSITAS SRIWIJAYA,TEKNIK SIPIL,Saintek,64,"2,161"
UNIVERSITAS SRIWIJAYA,TEKNIK PERTAMBANGAN,Saintek,50,"1,858"
UNIVERSITAS SRIWIJAYA,TEKNIK KIMIA,Saintek,58,842
UNIVERSITAS SRIWIJAYA,TEKNIK MESIN,Saintek,63,"1,293"
UNIVERSITAS SRIWIJAYA,TEKNIK ELEKTRO,Saintek,52,"1,370"
UNIVERSITAS SRIWIJAYA,PENDIDIKAN DOKTER,Saintek,120,"3,272"
UNIVERSITAS SRIWIJAYA,PENDIDIKAN DOKTER GIGI,Saintek,35,"1,246"
UNIVERSITAS SRIWIJAYA,MATEMATIKA,Saintek,41,353
UNIVERSITAS SRIWIJAYA,FISIKA,Saintek,42,230
UNIVERSITAS SRIWIJAYA,KIMIA,Saintek,45,297
UNIVERSITAS SRIWIJAYA,BIOLOGI,Saintek,42,436
UNIVERSITAS SRIWIJAYA,AGRIBISNIS,Saintek,76,"1,610"
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERTANIAN,Saintek,44,559
UNIVERSITAS SRIWIJAYA,TEKNIK PERTANIAN,Saintek,38,713
UNIVERSITAS SRIWIJAYA,PEND. MATEMATIKA,Saintek,26,636
UNIVERSITAS SRIWIJAYA,PEND BIOLOGI,Saintek,35,678
UNIVERSITAS SRIWIJAYA,PEND. KIMIA,Saintek,27,308
UNIVERSITAS SRIWIJAYA,PEND FISIKA,Saintek,30,270
UNIVERSITAS SRIWIJAYA,ILMU KESEHATAN MASYARAKAT,Saintek,76,"1,934"
UNIVERSITAS SRIWIJAYA,ARSITEKTUR,Saintek,36,760
UNIVERSITAS SRIWIJAYA,ILMU KELAUTAN,Saintek,48,458
UNIVERSITAS SRIWIJAYA,BUDIDAYA PERAIRAN,Saintek,33,318
UNIVERSITAS SRIWIJAYA,TEKNOLOGI HASIL PERIKANAN,Saintek,36,274
UNIVERSITAS SRIWIJAYA,ILMU KEPERAWATAN,Saintek,53,779
UNIVERSITAS SRIWIJAYA,PEND TEKNIK MESIN,Saintek,32,236
UNIVERSITAS SRIWIJAYA,SISTEM KOMPUTER,Saintek,71,"1,225"
UNIVERSITAS SRIWIJAYA,TEKNIK INFORMATIKA,Saintek,71,"1,951"
UNIVERSITAS SRIWIJAYA,SISTEM INFORMASI,Saintek,63,"1,656"
UNIVERSITAS SRIWIJAYA,AGROEKOTEKNOLOGI,Saintek,34,583
UNIVERSITAS SRIWIJAYA,PETERNAKAN,Saintek,40,346
UNIVERSITAS SRIWIJAYA,FARMASI,Saintek,49,"2,096"
UNIVERSITAS SRIWIJAYA,TEKNIK GEOLOGI,Saintek,36,579
UNIVERSITAS SRIWIJAYA,PSIKOLOGI,Saintek,29,"1,178"
UNIVERSITAS SRIWIJAYA,ILMU TANAH,Saintek,35,371
